Id. ,ESRS,Exigence de publication (DR),Description de l'exigence de publication ,Paragraphe,Related AR,Nom,Question ,Précision des informations quantitatives,Type de données,DP conditionnel ou alternatif
E1-6-AR45d-3,E1,E1-6 ,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 45d,,Pourcentage des émissions de GES du Scope 2 basées sur le marché liées à l'électricité achetée associée à des instruments,Quel est le pourcentage des émissions de GES du Scope 2 basées sur le marché liées à l'électricité achetée associée à des instruments ?,,pourcentage,
E1-6-AR45d-4,E1,E1-6 ,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 45d,,Pourcentage des instruments contractuels utilisés pour la vente et l'achat d'énergie associée à des attributs sur la génération d'énergie en relation avec les émissions de GES du Scope 2,Quel est le pourcentage des instruments contractuels utilisés pour la vente et l'achat d'énergie associée à des attributs sur la génération d'énergie en relation avec les émissions de GES du Scope 2 ?,,pourcentage,
E1-6-AR45d-5,E1,E1-6 ,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 45d,,Pourcentage des instruments contractuels utilisés pour la vente et l'achat de revendications d'attributs énergétiques non associés en relation avec les émissions de GES du Scope 2,Quel est le pourcentage des instruments contractuels utilisés pour la vente et l'achat de revendications d'attributs énergétiques non associés en relation avec les émissions de GES du Scope 2 ?,,pourcentage,
E1-6-AR45e,E1,E1-6 ,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 45e,,Emissions biogéniques de CO2 provenant de la combustion ou de la biodégradation de la biomasse non incluses dans les émissions de GES du Scope 2,Pouvez-vous indiquer les émissions biogéniques de CO2 provenant de la combustion ou de la biodégradation de la biomasse non incluses dans les émissions de GES du Scope 2 ?,,émissions de GES,
E1-6-AR46g,E1,E1-6,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 46g,,Pourcentage des émissions de GES du Scope 3 calculé à l'aide de données primaires,Quel est le pourcentage des émissions de GES du Scope 3 calculé à l'aide de données primaires ?,,pourcentage,
E1-6-AR46j,E1,E1-6 ,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 46j,,Emissions biogéniques de CO2 provenant de la combustion ou de la biodégradation de la biomasse survenant dans la chaîne de valeur non incluses dans les émissions de GES du Scope 3,Pouvez-vous indiquer les émissions biogéniques de CO2 provenant de la combustion ou de la biodégradation de la biomasse survenant dans la chaîne de valeur non incluses dans les émissions de GES du Scope 3 ?,,émissions de GES,
E1-6-53-1,E1, E1-6 ,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",53,AR 53,"Intensité des émissions de GES, basée sur la localisation (émissions totales de GES par revenu net)",Quelle est l'intensité des émissions de GES basée sur la localisation (émissions totales de GES par revenu net) ?,,intensité,
E1-6-53-2,E1, E1-6 ,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",53,AR 53,"Intensité des émissions de GES, basée sur le marché (émissions totales de GES par revenu net)",Quelle est l'intensité des émissions de GES basée sur le marché (émissions totales de GES par revenu net) ?,,intensité,
E1-6-AR55-1,E1, E1-6,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 55,,Revenu net,Quel est votre revenu net ?,,monétaire,Conditionnel
E1-6-AR55-2,E1,E1-6,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 55,,Revenu net utilisé pour calculer l'intensité des GES,Quel est le revenu net utilisé pour calculer l'intensité des GES ?,,monétaire,Conditionnel
E1-6-AR55-3,E1,E1-6,"Émissions brutes de GES de périmètres 1,2,3 et émissions totales de GES",AR 55,,Revenu net autre que celui utilisé pour calculer l'intensité des GES,Quel est le revenu net autre que celui utilisé pour calculer l'intensité des GES ?,,monétaire,Conditionnel
E1-7-58a-1,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,58a,,Activité de réduction et de stockage des GES par portée et par activité de réduction et de stockage de l'entreprise,Pouvez-vous décrire l'activité de réduction et de stockage des GES par portée et par activité de réduction et de stockage de votre entreprise ?,,tableau,Conditionnel
E1-7-58-2,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,58a,,Réductions et stockage total des GES,Quelles sont les réductions et le stockage total des GES ?,,tableau/émissions de GES,Conditionnel
E1-7-AR58f,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 58f,,Émissions de GES associées à l'activité de réduction,Quelles sont les émissions de GES associées à l'activité de réduction ?,,tableau/émissions de GES,Conditionnel
E1-7-59a,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,59a,,Montant total des crédits carbone en dehors de la chaîne de valeur vérifiés selon des normes de qualité reconnues et annulés,Quel est le montant total des crédits carbone en dehors de la chaîne de valeur vérifiés selon des normes de qualité reconnues et annulés ?,,émissions de GES,Conditionnel
E1-7-59b,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,59b,,Montant total des crédits carbone en dehors de la chaîne de valeur prévus pour être annulés à l'avenir,Quel est le montant total des crédits carbone en dehors de la chaîne de valeur prévus pour être annulés à l'avenir ?,,émissions de GES,Conditionnel
E1-7-AR60,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 60,,Inversions,Pouvez-vous indiquer s'il y a eu des inversions ?,,émissions de GES,Conditionnel
E1-7-AR62a-1,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 62a,,Pourcentage des projets de réduction,Quel est le pourcentage des projets de réduction ?,,pourcentage,
E1-7-AR62a-2,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 62a,,Pourcentage des projets de retrait,Quel est le pourcentage des projets de retrait ?,,pourcentage,
E1-7-AR62c,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 62c,,Pourcentage selon une norme de qualité reconnue,Quel est le pourcentage selon une norme de qualité reconnue ?,,pourcentage,
E1-7-AR62d,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 62d,,Pourcentage émis par des projets dans l'Union Européenne,Quel est le pourcentage émis par des projets dans l'Union Européenne ?,,pourcentage,
E1-7-AR62e,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 62e,,Pourcentage qui se qualifie comme ajustement correspondant,Quel est le pourcentage qui se qualifie comme ajustement correspondant ?,,pourcentage,
E1-7-AR64,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 64,,Date à laquelle les crédits carbone en dehors de la chaîne de valeur sont prévus pour être annulés,Quelle est la date à laquelle les crédits carbone en dehors de la chaîne de valeur sont prévus pour être annulés ?,,date,
E1-7-AR62,E1, E1-7 ,Projets d'absortion et d'atténuation des GES financés au moyen de crédits carbone,AR 62,,Pourcentage selon des normes de qualité reconnues,Quel est le pourcentage selon des normes de qualité reconnues ?,,pourcentage,
E1-8-63a-1,E1, E1-8 ,Tarification interne du carbone,63 a,,Schéma de tarification du carbone par type,Pouvez-vous indiquer le schéma de tarification du carbone par type ?,,tableau,
E1-8-63a-2,E1, E1-8 ,Tarification interne du carbone,63 a,,Type de schéma de tarification interne du carbone,Quel est le type de schéma de tarification interne du carbone ?,,tableau/narratif,
E1-8-63b,E1, E1-8 ,Tarification interne du carbone,63b,,Description de la portée spécifique d'application du schéma de tarification du carbone,Pouvez-vous décrire la portée spécifique d'application du schéma de tarification du carbone ?,,tableau/narratif,
E1-8-63c-1,E1, E1-8 ,Tarification interne du carbone,63c,,Prix du carbone appliqué pour chaque tonne métrique d'émission de gaz à effet de serre,Quel est le prix du carbone appliqué pour chaque tonne métrique d'émission de gaz à effet de serre ?,,tableau/monétaire,
E1-8-63c-2,E1, E1-8 ,Tarification interne du carbone,63c,,Description des hypothèses critiques faites pour déterminer le prix du carbone appliqué,Pouvez-vous décrire les hypothèses critiques faites pour déterminer le prix du carbone appliqué ?,,tableau/narratif,
E1-8-63d1,E1, E1-8 ,Tarification interne du carbone,63d,,Pourcentage des émissions brutes de gaz à effet de serre du Scope 1 couvertes par le schéma de tarification interne du carbone,Quel est le pourcentage des émissions brutes de gaz à effet de serre du Scope 1 couvertes par le schéma de tarification interne du carbone ?,,tableau/pourcentage,
E1-8-63d2,E1, E1-8 ,Tarification interne du carbone,63d,,Pourcentage des émissions brutes de gaz à effet de serre du Scope 2 couvertes par le schéma de tarification interne du carbone,Quel est le pourcentage des émissions brutes de gaz à effet de serre du Scope 2 couvertes par le schéma de tarification interne du carbone ?,,tableau/pourcentage,
E1-8-63d3,E1, E1-8 ,Tarification interne du carbone,63d,,Pourcentage des émissions brutes de gaz à effet de serre du Scope 3 couvertes par le schéma de tarification interne du carbone,Quel est le pourcentage des émissions brutes de gaz à effet de serre du Scope 3 couvertes par le schéma de tarification interne du carbone ?,,tableau/pourcentage,Conditionnel
E1-8-AR65,E1, E1-8 ,Tarification interne du carbone,AR 65,,Divulgation de la manière dont le prix du carbone utilisé dans le schéma de tarification interne du carbone est cohérent avec le prix du carbone utilisé dans les états financiers,Pouvez-vous divulguer la manière dont le prix du carbone utilisé dans le schéma de tarification interne du carbone est cohérent avec le prix du carbone utilisé dans les états financiers ?,,tableau/narratif,Conditionnel
E1-9-66a-1,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,66a,AR 70,Actifs à risque physique matériel avant de considérer les actions d'adaptation au changement climatique,Quels sont les actifs à risque physique matériel avant de considérer les actions d'adaptation au changement climatique ?,,monétaire,
E1-9-66a-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,66a,AR 70,Actifs à risque physique matériel aigu avant de considérer les actions d'adaptation au changement climatique,Quels sont les actifs à risque physique matériel aigu avant de considérer les actions d'adaptation au changement climatique ?,,monétaire,
E1-9-66a-3,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,66a,AR 70,Actifs à risque physique matériel chronique avant de considérer les actions d'adaptation au changement climatique,Quels sont les actifs à risque physique matériel chronique avant de considérer les actions d'adaptation au changement climatique ?,,monétaire,
E1-9-66a-4,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,66a,AR 70,Pourcentage des actifs à risque physique matériel avant de considérer les actions d'adaptation au changement climatique,Quel est le pourcentage des actifs à risque physique matériel avant de considérer les actions d'adaptation au changement climatique ?,,pourcentage,
E1-9-66b,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,66b,,Pourcentage des actifs à risque physique matériel traité par des actions d'adaptation au changement climatique,Quel est le pourcentage des actifs à risque physique matériel traité par des actions d'adaptation au changement climatique ?,,pourcentage,
E1-9-66d-1,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,66d,AR 71,Revenu net provenant des activités commerciales à risque physique matériel,Quel est le revenu net provenant des activités commerciales à risque physique matériel ?,,monétaire,
E1-9-66d-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,66d,AR 71,Pourcentage du revenu net provenant des activités commerciales à risque physique matériel,Quel est le pourcentage du revenu net provenant des activités commerciales à risque physique matériel ?,,pourcentage,
E1-9-67a-1,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67a,,Actifs à risque de transition matériel avant de considérer les actions d'atténuation du changement climatique,Quels sont les actifs à risque de transition matériel avant de considérer les actions d'atténuation du changement climatique ?,,monétaire,
E1-9-67a-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67a,,Pourcentage des actifs à risque de transition matériel avant de considérer les actions d'atténuation du changement climatique,Quel est le pourcentage des actifs à risque de transition matériel avant de considérer les actions d'atténuation du changement climatique ?,,pourcentage,
E1-9-67b,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67b,,Pourcentage des actifs à risque de transition matériel traité par des actions d'atténuation du changement climatique,Quel est le pourcentage des actifs à risque de transition matériel traité par des actions d'atténuation du changement climatique ?,,pourcentage,
E1-9-67c,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67c,,Montant total des actifs immobiliers par classes d'efficacité énergétique,Quel est le montant total des actifs immobiliers par classes d'efficacité énergétique ?,,tableau/monétaire,
E1-9-AR73a-1,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,AR 73a,,Montant estimé des actifs potentiellement échoués,Quel est le montant estimé des actifs potentiellement échoués ?,,monétaire,
E1-9-AR73a-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,AR 73a,,Pourcentage estimé des actifs potentiellement échoués par rapport au total des actifs à risque de transition matériel,Quel est le pourcentage estimé des actifs potentiellement échoués par rapport au total des actifs à risque de transition matériel ?,,pourcentage,
E1-9-AR73b,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,AR 73b,,Montant total des actifs immobiliers pour lesquels la consommation d'énergie est basée sur des estimations internes,Quel est le montant total des actifs immobiliers pour lesquels la consommation d'énergie est basée sur des estimations internes ?,,monétaire,
E1-9-67d,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67d,,Passifs des risques de transition matériels qui pourraient devoir être reconnus dans les états financiers,Quels sont les passifs des risques de transition matériels qui pourraient devoir être reconnus dans les états financiers ?,,monétaire,
E1-9-AR74d,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,AR 74d,,"Passifs potentiels futurs, basés sur les accords contractuels existants, associés aux crédits carbone prévus pour être annulés dans un avenir proche","Quels sont les passifs potentiels futurs, basés sur les accords contractuels existants, associés aux crédits carbone prévus pour être annulés dans un avenir proche ?",,monétaire,
E1-9-AR74e-1,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,AR 74e,,Émissions de GES brutes du Scope 1 et 2 monétisées,Quelles sont les émissions de GES brutes du Scope 1 et 2 monétisées ?,,monétaire,
E1-9-AR74e-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,AR 74e,,Émissions totales de GES monétisées,Quelles sont les émissions totales de GES monétisées ?,,monétaire,
E1-9-67e-1,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67e,,Revenu net provenant des activités commerciales à risque de transition matériel,Quel est le revenu net provenant des activités commerciales à risque de transition matériel ?,,monétaire,
E1-9-67e-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67e,,Revenu net provenant des clients opérant dans des activités liées au charbon,Quel est le revenu net provenant des clients opérant dans des activités liées au charbon ?,,monétaire,Conditionnel
E1-9-67e-3,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67e,,Revenu net provenant des clients opérant dans des activités liées au pétrole,Quel est le revenu net provenant des clients opérant dans des activités liées au pétrole ?,,monétaire,Conditionnel
E1-9-67e-4,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67e,,Revenu net provenant des clients opérant dans des activités liées au gaz,Quel est le revenu net provenant des clients opérant dans des activités liées au gaz ?,,monétaire,Conditionnel
E1-9-67e-5,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67e,,Pourcentage du revenu net provenant des clients opérant dans des activités liées au charbon,Quel est le pourcentage du revenu net provenant des clients opérant dans des activités liées au charbon ?,,pourcentage,Conditionnel
E1-9-67e-6,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67e,,Pourcentage du revenu net provenant des clients opérant dans des activités liées au pétrole,Quel est le pourcentage du revenu net provenant des clients opérant dans des activités liées au pétrole ?,,pourcentage,Conditionnel
E1-9-67e-7,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,67e,,Pourcentage du revenu net provenant des clients opérant dans des activités liées au gaz,Quel est le pourcentage du revenu net provenant des clients opérant dans des activités liées au gaz ?,,pourcentage,Conditionnel
E1-9-AR76,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,"AR 76,",,Pourcentage du revenu net provenant des activités commerciales à risque de transition matériel,Quel pourcentage de votre revenu net provient des activités commerciales à risque de transition ?,"Ce data point demande aux entreprises de divulguer le pourcentage de leur revenu net provenant des activités à risque de transition matériel. Pour structurer ces données efficacement, utilisez un tableau avec des colonnes pour identifier chaque activité, décrire l'activité, indiquer le revenu net généré, et calculer le pourcentage du revenu net total.",tableau/pourcentage,
E1-9-AR76b-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,AR 76b,,Divulgation des effets financiers anticipés en termes d'érosion des marges pour les activités commerciales à risque de transition matériel,"Quels effets financiers anticipés, comme l'érosion des marges, pourriez-vous rencontrer dans vos activités à risque de transition ?","Example de quantification de sImpacts Financiers: L'augmentation des coûts de production due aux nouvelles régulations pourrait entraîner une érosion des marges de 5% à 10%, correspondant à une perte financière anticipée de 2 millions d'euros par an ",narratif/monétaire,
E1-9-69a-1,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,69a,AR 80,Économies de coûts prévues grâce aux actions d'atténuation du changement climatique,Quelles économies de coûts prévoyez-vous grâce aux actions d'atténuation du changement climatique ?,,monétaire,
E1-9-69a-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,69a,AR 80,Économies de coûts prévues grâce aux actions d'adaptation au changement climatique,Quelles économies de coûts prévoyez-vous grâce aux actions d'adaptation au changement climatique ?,,monétaire,
E1-9-69b-1,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,69b,AR 81,Taille potentielle du marché des produits et services à faible émission de carbone ou des solutions d'adaptation auxquels l'entreprise a ou pourrait avoir accès,Quelle est la taille potentielle du marché des produits et services à faible émission de carbone ou des solutions d'adaptation auxquels vous avez ou pourriez avoir accès ?,,monétaire,
E1-9-69b-2,E1, E1-9 ,Incidences financières escomptées des risques physiques et de transition importants et opportunités potentielles liées au changement climatique,69b,AR 81,Changements prévus dans le revenu net provenant des produits et services à faible émission de carbone ou des solutions d'adaptation auxquels l'entreprise a ou pourrait avoir accès,Quels changements prévoyez-vous dans le revenu net provenant des produits et services à faible émission de carbone ou des solutions d'adaptation auxquels vous avez ou pourriez avoir accès ?,,monétaire,
E2-4-28a-1,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",28 a,AR 21 - 22,"Pollution de l'air, de l'eau et du sol [dimensions multiples : au niveau des sites ou par type de source, par secteur ou par zone géographique]","Comment gérez-vous la pollution de l'air, de l'eau et du sol [dimensions multiples : au niveau des sites ou par type de source, par secteur ou par zone géographique]?",,Tableau,
E2-4-28a-2,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",28 a,AR 21 - 22,Émissions dans l'air par polluant,Quelles sont les émissions dans l'air par polluant?,,Tableau/masse,
E2-4-28a-3,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",28 a,AR 21 - 22,Émissions dans l'eau par polluant [+ par secteurs/zones géographiques/type de source/emplacement du site],Quelles sont les émissions dans l'eau par polluant [+ par secteurs/zones géographiques/type de source/emplacement du site]?,,Tableau/masse,
E2-4-28a-4,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",28 a,AR 21 - 22,Émissions dans le sol par polluant [+ par secteurs/zones géographiques/type de source/emplacement du site],Quelles sont les émissions dans le sol par polluant [+ par secteurs/zones géographiques/type de source/emplacement du site]?,,Tableau/masse,
E2-4-28b-1,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",28 b,AR 20,Microplastiques générés et utilisés ,Combien de microplastiques avez-vous générés et utilisés?,,masse,Alternatif
E2-4-28b-2,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",28 b,AR 20,Microplastiques générés,Combien de microplastiques générez-vous?,,masse,Alternatif
E2-4-28b-3,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",28 b,AR 20,Microplastiques utilisés,Combien de microplastiques utilisez-vous?,,masse,Alternatif
E2-4-AR23c-1,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",AR 23 c,,Pourcentage du total des émissions de polluants dans l'eau se produisant dans les zones à risque hydrique,Quel pourcentage du total des émissions de polluants dans l'eau se produit dans les zones à risque hydrique?,,pourcentage,
E2-4-AR23c-2,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",AR 23 c,,Pourcentage du total des émissions de polluants dans l'eau se produisant dans les zones de stress hydrique élevé,Quel pourcentage du total des émissions de polluants dans l'eau se produit dans les zones de stress hydrique élevé?,,pourcentage,
E2-4-AR23c-3,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",AR 23 c,,Pourcentage du total des émissions de polluants dans le sol se produisant dans les zones à risque hydrique,Quel pourcentage du total des émissions de polluants dans le sol se produit dans les zones à risque hydrique?,,pourcentage,
E2-4-AR23c-4,E2, E2-4 ,"Pollution de l'air, de l'eau et des sols",AR 23 c,,Pourcentage du total des émissions de polluants dans le sol se produisant dans les zones de stress hydrique élevé,Quel pourcentage du total des émissions de polluants dans le sol se produit dans les zones de stress hydrique élevé?,,pourcentage,
E2-5-34-1,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,34,AR 28-AR 30,"Quantité totale de substances préoccupantes générées ou utilisées pendant la production ou achetées, par principales classes de danger des substances préoccupantes","Quelle est la quantité totale de substances préoccupantes générées ou utilisées pendant la production ou achetées, par principales classes de danger des substances préoccupantes?",,TABLEAU,
E2-5-34-2,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,34,,Quantité totale de substances préoccupantes générées ou utilisées pendant la production ou achetées,Quelle est la quantité totale de substances préoccupantes générées ou utilisées pendant la production ou achetées?,,Tableau/masse,
E2-5-34-3,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,34,,"Quantité totale de substances préoccupantes quittant les installations sous forme d'émissions, de produits ou en tant que partie de produits ou services","Quelle est la quantité totale de substances préoccupantes quittant vos installations sous forme d'émissions, de produits ou en tant que partie de produits ou services?",,Tableau/masse,
E2-5-34-4,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,34,,"Quantité de substances préoccupantes quittant les installations sous forme d'émissions, par principales classes de danger des substances préoccupantes","Quelle est la quantité de substances préoccupantes quittant vos installations sous forme d'émissions, par principales classes de danger des substances préoccupantes?",,Tableau/masse,
E2-5-34-5,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,34,,"Quantité de substances préoccupantes quittant les installations sous forme de produits, par principales classes de danger des substances préoccupantes","Quelle est la quantité de substances préoccupantes quittant vos installations sous forme de produits, par principales classes de danger des substances préoccupantes?",,Tableau/masse,
E2-5-34-6,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,34,,"Quantité de substances préoccupantes quittant les installations en tant que partie de produits, par principales classes de danger des substances préoccupantes","Quelle est la quantité de substances préoccupantes quittant vos installations en tant que partie de produits, par principales classes de danger des substances préoccupantes?",,Tableau/masse,
E2-5-35-1,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,35,,Quantité de substances préoccupantes quittant les installations sous forme de services,Quelle est la quantité de substances préoccupantes quittant vos installations sous forme de services?,,Tableau/masse,
E2-5-35-2,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,35,,"Quantité totale de substances extrêmement préoccupantes générées ou utilisées pendant la production ou achetées, par principales classes de danger des substances préoccupantes","Quelle est la quantité totale de substances extrêmement préoccupantes générées ou utilisées pendant la production ou achetées, par principales classes de danger des substances préoccupantes?",,Tableau/masse,
E2-5-35-3,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,35,,"Quantité totale de substances extrêmement préoccupantes quittant les installations sous forme d'émissions, de produits ou en tant que partie de produits ou services, par principales classes de danger des substances préoccupantes","Quelle est la quantité totale de substances extrêmement préoccupantes quittant vos installations sous forme d'émissions, de produits ou en tant que partie de produits ou services, par principales classes de danger des substances préoccupantes?",,Tableau/masse,
E2-5-35-4,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,35,,"Quantité de substances extrêmement préoccupantes quittant les installations sous forme d'émissions, par principales classes de danger des substances préoccupantes","Quelle est la quantité de substances extrêmement préoccupantes quittant vos installations sous forme d'émissions, par principales classes de danger des substances préoccupantes?",,Tableau/masse,
E2-5-35-5,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,35,,"Quantité de substances extrêmement préoccupantes quittant les installations sous forme de produits, par principales classes de danger des substances préoccupantes","Quelle est la quantité de substances extrêmement préoccupantes quittant vos installations sous forme de produits, par principales classes de danger des substances préoccupantes?",,Tableau/masse,
E2-5-35-6,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,35,,"Quantité de substances extrêmement préoccupantes quittant les installations en tant que partie de produits, par principales classes de danger des substances préoccupantes","Quelle est la quantité de substances extrêmement préoccupantes quittant vos installations en tant que partie de produits, par principales classes de danger des substances préoccupantes?",,Tableau/masse,
E2-5-35-7,E2, E2-5 ,Substances préoccupantes et substances extrêmement préoccupantes,35,,"Quantité de substances extrêmement préoccupantes quittant les installations sous forme de services, par principales classes de danger des substances préoccupantes","Quelle est la quantité de substances extrêmement préoccupantes quittant vos installations sous forme de services, par principales classes de danger des substances préoccupantes?",,Monétaire,
E2-6-39a-1,E2, E2-6 ,"Incidences financières escomptées des incidences, risques et opportunités liés à la pollution",39 a,AR 32; AR 34,Déclaration des informations quantitatives sur les effets financiers anticipés des risques et opportunités matériels découlant des impacts liés à la pollution,Quels sont les effets financiers anticipés des risques et opportunités matériels liés aux impacts de la pollution?,,pourcentage,
E2-6-40a-1,E2, E2-6 ,"Incidences financières escomptées des incidences, risques et opportunités liés à la pollution",40 a,,Pourcentage des revenus nets générés par des produits et services qui sont ou qui contiennent des substances préoccupantes,Quel est le pourcentage des revenus nets générés par des produits et services contenant des substances préoccupantes?,,pourcentage,
E2-6-40a-2,E2, E2-6 ,"Incidences financières escomptées des incidences, risques et opportunités liés à la pollution",40 a,,Pourcentage des revenus nets générés par des produits et services qui sont ou qui contiennent des substances extrêmement préoccupantes,Quel est le pourcentage des revenus nets générés par des produits et services contenant des substances extrêmement préoccupantes?,,monétaire,
E2-6-40b-1,E2, E2-6 ,"Incidences financières escomptées des incidences, risques et opportunités liés à la pollution",40 b,AR 31,Dépenses d'exploitation (OpEx) en conjonction avec des incidents majeurs et des dépôts (pollution),Quelles sont les dépenses d'exploitation (OpEx) associées aux incidents majeurs et aux dépôts liés à la pollution?,,monétaire,
E2-6-40b-2,E2, E2-6 ,"Incidences financières escomptées des incidences, risques et opportunités liés à la pollution",40 b,AR 31,Dépenses d'investissement (CapEx) en conjonction avec des incidents majeurs et des dépôts (pollution),Quelles sont les dépenses d'investissement (CapEx) associées aux incidents majeurs et aux dépôts liés à la pollution?,,monétaire,
E3-4-28a,E3,E3-4,Consommation d'eau,28 a,,Consommation totale d'eau,Quelle est votre consommation totale d'eau ?,,Volume,
